"electiondate","party","auftraggeber","date","poll_share","vote_share","vote_share_l1","electiondate_l1","electiondate_lead1"
2002-09-22,"gru","Infratest Dimap",1999-09-18,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-09-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-09-18,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-09-18,47,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-09-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-09-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-09-17,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-09-17,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-09-17,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-09-17,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-09-17,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-09-17,4,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-09-17,44,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-09-17,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-09-17,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-09-16,31,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-09-16,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-09-16,7,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-09-16,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-09-16,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-09-16,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-09-16,47,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-09-16,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-09-16,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Allensbach",1999-09-15,32.9,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Allensbach",1999-09-15,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Allensbach",1999-09-15,7,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Allensbach",1999-09-15,7.2,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Allensbach",1999-09-15,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Allensbach",1999-09-15,6.6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Allensbach",1999-09-15,42,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Allensbach",1999-09-15,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Allensbach",1999-09-15,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-09-11,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-09-11,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-09-11,5,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-09-11,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-09-11,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-09-11,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-09-11,46,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-09-11,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-09-11,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-09-10,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-09-10,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-09-10,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-09-10,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-09-10,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-09-10,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-09-10,43,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-09-10,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-09-10,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-09-09,31,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-09-09,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-09-09,7,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-09-09,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-09-09,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-09-09,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-09-09,48,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-09-09,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-09-09,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-09-04,32,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-09-04,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-09-04,5,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-09-04,7,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-09-04,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-09-04,6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-09-04,46,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-09-04,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-09-04,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-09-03,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-09-03,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-09-03,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-09-03,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-09-03,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-09-03,6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-09-03,43,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-09-03,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-09-03,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-09-02,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-09-02,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-09-02,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-09-02,7,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-09-02,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-09-02,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-09-02,45,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-09-02,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-09-02,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-08-28,32,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-08-28,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-08-28,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-08-28,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-08-28,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-08-28,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-08-28,47,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-08-28,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-08-28,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-08-27,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-08-27,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-08-27,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-08-27,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-08-27,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-08-27,6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-08-27,42,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-08-27,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-08-27,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-08-26,32,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-08-26,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-08-26,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-08-26,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-08-26,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-08-26,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-08-26,47,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-08-26,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-08-26,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-08-21,32,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-08-21,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-08-21,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-08-21,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-08-21,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-08-21,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-08-21,47,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-08-21,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-08-21,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Politbarometer",1999-08-20,36,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-08-20,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Politbarometer",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Politbarometer",1999-08-20,5,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-08-20,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Politbarometer",1999-08-20,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-08-20,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fw","Politbarometer",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Politbarometer",1999-08-20,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-08-20,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-08-20,43,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Politbarometer",1999-08-20,45,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Politbarometer",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Politbarometer",1999-08-20,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-08-19,34,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-08-19,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-08-19,7,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-08-19,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-08-19,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-08-19,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-08-19,45,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-08-19,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-08-19,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Allensbach",1999-08-18,32.6,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Allensbach",1999-08-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Allensbach",1999-08-18,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Allensbach",1999-08-18,7.4,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Allensbach",1999-08-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Allensbach",1999-08-18,6.6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Allensbach",1999-08-18,42.2,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Allensbach",1999-08-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Allensbach",1999-08-18,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-08-14,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-08-14,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-08-14,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-08-14,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-08-14,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-08-14,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-08-14,46,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-08-14,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-08-14,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-08-13,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-08-13,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-08-13,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-08-13,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-08-13,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-08-13,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-08-13,43,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-08-13,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-08-13,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-08-12,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-08-12,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-08-12,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-08-12,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-08-12,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-08-12,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-08-12,46,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-08-12,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-08-12,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-08-07,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-08-07,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-08-07,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-08-07,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-08-07,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-08-07,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-08-07,46,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-08-07,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-08-07,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-08-06,35,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-08-06,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-08-06,5,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-08-06,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-08-06,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-08-06,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-08-06,43,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-08-06,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-08-06,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-08-05,34,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-08-05,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-08-05,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-08-05,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-08-05,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-08-05,6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-08-05,44,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-08-05,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-08-05,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-07-31,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-07-31,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-07-31,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-07-31,7,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-07-31,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-07-31,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-07-31,45,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-07-31,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-07-31,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-07-30,36,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-07-30,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-07-30,5,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-07-30,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-07-30,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Verian (Kantar Public. Emnid)",1999-07-30,6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Verian (Kantar Public. Emnid)",1999-07-30,43,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Verian (Kantar Public. Emnid)",1999-07-30,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Verian (Kantar Public. Emnid)",1999-07-30,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Forsa",1999-07-29,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Forsa",1999-07-29,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Forsa",1999-07-29,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Forsa",1999-07-29,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Forsa",1999-07-29,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Forsa",1999-07-29,6,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Forsa",1999-07-29,45,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Forsa",1999-07-29,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Forsa",1999-07-29,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Infratest Dimap",1999-07-24,33,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Infratest Dimap",1999-07-24,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Infratest Dimap",1999-07-24,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Infratest Dimap",1999-07-24,7,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Infratest Dimap",1999-07-24,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fdp","Infratest Dimap",1999-07-24,5,7.4,6.2,"1998-09-27","2005-09-18"
2002-09-22,"cdu","Infratest Dimap",1999-07-24,45,38.5,35.1,"1998-09-27","2005-09-18"
2002-09-22,"bsw","Infratest Dimap",1999-07-24,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"afd","Infratest Dimap",1999-07-24,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"spd","Politbarometer",1999-07-23,38,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"spd","Verian (Kantar Public. Emnid)",1999-07-23,36,38.5,40.9,"1998-09-27","2005-09-18"
2002-09-22,"pir","Politbarometer",1999-07-23,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"pir","Verian (Kantar Public. Emnid)",1999-07-23,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"lin","Politbarometer",1999-07-23,5,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"lin","Verian (Kantar Public. Emnid)",1999-07-23,6,4,5.1,"1998-09-27","2005-09-18"
2002-09-22,"gru","Politbarometer",1999-07-23,5,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"gru","Verian (Kantar Public. Emnid)",1999-07-23,6,8.6,6.7,"1998-09-27","2005-09-18"
2002-09-22,"fw","Verian (Kantar Public. Emnid)",1999-07-23,NA,NA,NA,"1998-09-27","2005-09-18"
2002-09-22,"fw","Politbarometer",1999-07-23,NA,NA,NA,"1998-09-27","2005-09-18"
